rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_id,session_id,subj_code,key_assignment,order_assignment,condition_assignment,instr_tests,success,question_order,task,color,text,correct_response,correct,flanker_stim_type,direction
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,10,220435,0.0-7.0-0.2,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,fixation,,,,,,
1582,"<p style=""font-size:30px; color:green;""><b>yellow</b></p>",g,html-keyboard-response,11,222020,0.0-7.0-1.2,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,,,,,,,
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,12,222778,0.0-7.0-0.3,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,fixation,,,,,,
1372,"<p style=""font-size:30px; color:green;""><b>green</b></p>",g,html-keyboard-response,13,224153,0.0-7.0-1.3,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,,,,,,,
45595,"<h1>The ARROWS Task Tutorial</h1><br>
  <p style=""text-align:left;"">In the ARROWS task, you will see five arrows on the screen, as shown below.<br>
    <br>
  <center><img src='img/inc1.png'></img></center>
  <p>If the middle arrow is pointing left (<), press the letter <strong>E</strong> as quickly as you can.<br>
  If the middle arrow is pointing right (>), press the letter <strong>I</strong> as quickly as you can.<br><br> 
  Remember: You must indicate the direction in which the <strong>middle</strong> arrow is pointing. <br>
  In the above example, since the middle arrow is pointing right (>), you would press the letter I.</p>
  <br>
    <p style=""font-size:20px;"">Press any key to proceed with a few practice runs.</p>",i,html-keyboard-response,14,269751,0.0-8.0,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,,,,,,,
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,15,271508,0.0-9.0-0.0,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,fixation,,,,,,
2736,img/con2.png,i,image-keyboard-response,16,274251,0.0-9.0-1.0,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,,,,,,,
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,17,275264,0.0-9.0-0.1,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,fixation,,,,,,
952,img/inc1.png,i,image-keyboard-response,18,276221,0.0-9.0-1.1,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,,,,,,,
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,19,276481,0.0-9.0-0.2,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,fixation,,,,,,
1427,img/inc2.png,e,image-keyboard-response,20,277912,0.0-9.0-1.2,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,,,,,,,
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,21,278173,0.0-9.0-0.3,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,fixation,,,,,,
2486,img/con1.png,e,image-keyboard-response,22,280664,0.0-9.0-1.3,1,1,2025-04-18 09:07:24,abcbb6d8712eea8b64f0e9e1a7622972,168.235.146.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",WebKit,Chrome,134.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67e830ca30341c682400cbff&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=6802162cec03e2d7bbb1bc10,"en-US,en;q=0.9",67e830ca30341c682400cbff,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,680215178cb1e2d1ad74f47e,6802162cec03e2d7bbb1bc10,43h1177ZvqZU,"[""<br>Did this person violate the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Before,Experimental,1,,,,,,,,,
